Suburb,Rooms,Price,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount
Hawthorn,3,1200000,5.3,3122,3,2,2,1089,,,-37.81432,145.03221,Southern Metropolitan,11308
Hawthorn,2,670000,5.3,3122,2,1,0,0,,1980,-37.83108,145.0353,Southern Metropolitan,11308
Hawthorn,2,600000,5.3,3122,2,1,1,0,,2014,-37.82214,145.03288,Southern Metropolitan,11308
Hawthorn,1,415000,5.3,3122,1,1,1,0,,,-37.81519,145.03153,Southern Metropolitan,11308
Hawthorn,3,1150000,5.3,3122,3,2,1,5259,119,2000,-37.81442,145.01531,Southern Metropolitan,11308
Hawthorn,3,1100000,5.3,3122,3,2,1,109,109.5,1999,-37.81442,145.01531,Southern Metropolitan,11308
Heathmont,2,525000,21.3,3135,2,1,1,0,80,1980,-37.82118,145.24138,Eastern Metropolitan,3794
Heidelberg Heights,2,650000,8.8,3081,2,1,1,140,107,2013,-37.74835,145.05042,Eastern Metropolitan,2947
Heidelberg West,2,580000,8.8,3081,2,1,2,498,75,1955,-37.73759,145.04236,Eastern Metropolitan,2674
Heidelberg West,2,820000,8.8,3081,2,1,1,721,,,-37.74371,145.04161,Eastern Metropolitan,2674
Hillside,4,600000,18,3037,4,2,3,715,,1999,-37.69787,144.75082,Western Metropolitan,5556
Hoppers Crossing,3,536500,18.4,3029,3,2,4,578,129.7,1972,-37.87326,144.69103,Western Metropolitan,13830
Hoppers Crossing,3,541000,18.4,3029,3,1,2,623,,,-37.87386,144.69317,Western Metropolitan,13830
Hoppers Crossing,3,557000,18.4,3029,3,1,2,577,,1975,-37.88505,144.69423,Western Metropolitan,13830
Ivanhoe East,2,1601000,7.8,3079,2,1,2,697,,,-37.77345,145.06098,Eastern Metropolitan,1554
Jacana,3,559000,14,3047,3,1,2,604,,,-37.68599,144.91195,Northern Metropolitan,851
Keilor,3,930000,14.5,3036,3,2,2,847,,,-37.72286,144.83252,Western Metropolitan,2339
Keilor Downs,4,705000,15.5,3038,4,2,3,815,198,2000,-37.71757,144.81328,Western Metropolitan,3656
Keilor Downs,4,590000,15.5,3038,4,2,2,757,152,1980,-37.72483,144.8143,Western Metropolitan,3656
Keilor East,3,920000,11.7,3033,3,2,1,313,140,1960,-37.74214,144.86965,Western Metropolitan,5629
Keilor East,4,1100000,11.7,3033,4,4,2,500,267,2011,-37.73573,144.87531,Western Metropolitan,5629
Keilor East,3,840000,11.7,3033,3,1,2,575,138,1970,-37.74316,144.87894,Western Metropolitan,5629
Keilor East,3,860000,11.7,3033,3,1,1,568,,1960,-37.7465,144.8613,Western Metropolitan,5629
Kensington,3,840000,3.4,3031,3,1,0,114,,,-37.78895,144.93351,Northern Metropolitan,5263
Kensington,2,535000,3.4,3031,2,2,1,0,110,1998,-37.79013,144.92359,Northern Metropolitan,5263
Kew,3,1080000,5.4,3101,3,2,2,151,103,1960,-37.80509,145.05572,Southern Metropolitan,10331
Keysborough,4,575000,25.2,3173,4,1,2,384,131,1975,-37.99318,145.15939,South-Eastern Metropolitan,8459
Kingsbury,3,740000,12.1,3083,3,1,2,633,,,-37.71402,145.0314,Northern Metropolitan,1414
Knoxfield,4,1040000,23.3,3180,4,2,2,633,,,-37.88214,145.25058,Eastern Metropolitan,2949
Lalor,4,795000,16.3,3075,4,2,2,499,,,-37.66641,144.98781,Northern Metropolitan,8279
Lalor,4,660000,16.3,3075,4,2,3,578,,,-37.66225,145.0116,Northern Metropolitan,8279
Maidstone,2,1170000,6.4,3012,2,1,2,686,,,-37.78493,144.87968,Western Metropolitan,3873
Maidstone,3,930000,6.4,3012,3,1,4,545,116,1940,-37.78571,144.87346,Western Metropolitan,3873
Maidstone,2,650000,6.4,3012,2,2,1,279,104,2013,-37.78799,144.87515,Western Metropolitan,3873
Maidstone,3,702000,6.4,3012,3,2,2,189,131,2000,-37.78606,144.87205,Western Metropolitan,3873
Malvern,2,575000,5.9,3144,2,1,1,0,,1999,-37.85557,145.03968,Southern Metropolitan,4675
Maribyrnong,2,675000,4.3,3032,2,1,2,198,,2009,-37.76703,144.88915,Western Metropolitan,4918
Maribyrnong,2,440000,4.3,3032,2,1,2,0,93,2003,-37.77117,144.88041,Western Metropolitan,4918
Meadow Heights,3,520000,17.4,3048,3,1,1,631,111,1960,-37.66004,144.92338,Northern Metropolitan,4704
Meadow Heights,3,430000,17.4,3048,3,1,2,522,,,-37.64683,144.91106,Northern Metropolitan,4704
Meadow Heights,4,570000,17.4,3048,4,2,2,665,665,,-37.64993,144.92955,Northern Metropolitan,4704
Meadow Heights,3,520000,17.4,3048,3,1,2,798,128,1985,-37.65384,144.92272,Northern Metropolitan,4704
Meadow Heights,4,515000,17.4,3048,4,3,0,653,122,1985,-37.65155,144.91912,Northern Metropolitan,4704
Melbourne,2,387000,0,3000,2,1,0,0,47,2011,-37.81301,144.96924,Northern Metropolitan,17496
Melton South,3,341000,29.8,3338,3,2,4,578,,,-37.71432,144.57431,Western Victoria,4718
Melton South,3,336000,29.8,3338,3,1,1,580,116,1975,-37.70153,144.57243,Western Victoria,4718
Melton South,4,426000,29.8,3338,4,2,3,655,142,1975,-37.69548,144.56775,Western Victoria,4718
Mernda,4,780000,25.9,3754,4,2,2,1037,,,-37.6017,145.09051,Northern Metropolitan,5812
Mill Park,3,775500,17.9,3082,3,1,4,840,125,1980,-37.66919,145.06799,Northern Metropolitan,10529
Mill Park,3,726000,17.9,3082,3,2,2,615,132,1982,-37.67519,145.06201,Northern Metropolitan,10529
Mill Park,4,710000,17.9,3082,4,1,2,666,123,1985,-37.67626,145.0659,Northern Metropolitan,10529
Mitcham,3,1045000,17.2,3132,3,2,2,401,,,-37.82835,145.19845,Eastern Metropolitan,6871
Montmorency,3,820000,16.2,3094,3,2,2,260,157,2010,-37.72394,145.12456,Eastern Metropolitan,3891
Montmorency,3,1301000,16.2,3094,3,2,2,636,,1980,-37.72198,145.12581,Eastern Metropolitan,3891
Moonee Ponds,2,951000,6.2,3039,2,1,1,172,,1900,-37.7638,144.9089,Western Metropolitan,6232
Moonee Ponds,4,1425000,6.2,3039,4,2,2,388,151,1890,-37.7685,144.91103,Western Metropolitan,6232
Moorabbin,3,935000,14.3,3189,3,2,2,280,109,1985,-37.94111,145.0431,Southern Metropolitan,2555
Mooroolbark,3,637500,26.5,3138,3,1,1,609,,,-37.77293,145.30819,Eastern Victoria,8280
Mooroolbark,3,780000,26.5,3138,3,2,3,1469,,,-37.79335,145.30773,Eastern Victoria,8280
Mount Waverley,3,1800000,14.2,3149,3,2,2,747,,,-37.88256,145.12518,Eastern Metropolitan,13366
Mount Waverley,3,1700000,14.2,3149,3,1,2,862,,,-37.87662,145.13153,Eastern Metropolitan,13366
Mount Waverley,5,2248000,14.2,3149,5,5,2,729,398,2016,-37.86582,145.14824,Eastern Metropolitan,13366
Mount Waverley,3,1260000,14.2,3149,3,1,2,743,148.47,1960,-37.8958,145.11969,Eastern Metropolitan,13366
Mulgrave,5,960000,18.8,3170,5,2,1,731,130,1965,-37.9298,145.16524,South-Eastern Metropolitan,7113
Murrumbeena,2,550000,10.1,3163,2,2,1,1039,,,-37.88519,145.06715,Southern Metropolitan,4442
Murrumbeena,3,956000,10.1,3163,3,2,1,137,137,1994,-37.887,145.07303,Southern Metropolitan,4442
Narre Warren,3,620000,34.1,3805,3,2,2,668,,,-38.00908,145.30264,South-Eastern Metropolitan,9376
Narre Warren,3,605000,34.1,3805,3,2,2,688,121,1990,-38.037,145.30862,South-Eastern Metropolitan,9376
Newport,3,740000,6.2,3015,3,1,2,204,,,-37.84234,144.86622,Western Metropolitan,5498
Newport,3,990000,6.2,3015,3,2,0,337,,,-37.84417,144.87544,Western Metropolitan,5498
Niddrie,4,950000,10.4,3042,4,1,2,558,148,1970,-37.73834,144.88197,Western Metropolitan,2291
Noble Park,4,650000,22.7,3174,4,1,2,660,,,-37.97918,145.18825,South-Eastern Metropolitan,11806
Noble Park,3,752000,22.7,3174,3,2,2,667,,,-37.96814,145.17888,South-Eastern Metropolitan,11806
North Melbourne,2,541000,1.8,3051,2,1,1,0,53,2004,-37.8044,144.95657,Northern Metropolitan,6821
Northcote,3,1307500,5.3,3070,3,2,0,258,124,1920,-37.76788,144.98621,Northern Metropolitan,11364
Northcote,3,1100000,5.3,3070,3,1,2,449,,1940,-37.76198,144.99087,Northern Metropolitan,11364
Northcote,3,1050000,5.3,3070,3,1,2,530,,,-37.77062,145.00891,Northern Metropolitan,11364
Northcote,3,1800000,5.3,3070,3,1,2,771,,1950,-37.76631,145.01699,Northern Metropolitan,11364
Northcote,3,1550000,5.3,3070,3,2,2,422,,,-37.77348,144.99206,Northern Metropolitan,11364
Notting Hill,4,1211000,16.7,3168,4,3,3,727,167,1970,-37.90779,145.15042,Southern Metropolitan,902
Oak Park,3,970000,11.2,3046,3,2,2,701,,,-37.71755,144.91663,Northern Metropolitan,2651
Oak Park,4,1453000,11.2,3046,4,2,2,525,,,-37.71467,144.92528,Northern Metropolitan,2651
Oakleigh,4,1610000,12.3,3166,4,2,2,592,193,1950,-37.90821,145.09314,Southern Metropolitan,3224
Oakleigh East,2,1150000,12.3,3166,2,1,3,622,122,1970,-37.90168,145.11081,Southern Metropolitan,2547
Officer,4,559000,43.3,3809,4,2,2,480,,2015,-38.07054,145.42554,Eastern Victoria,2768
Pakenham,4,435000,47.3,3810,4,2,2,553,553,2005,-38.08699,145.48273,Eastern Victoria,17384
Parkdale,3,1190000,21.5,3195,3,2,2,0,131,2013,-37.99577,145.07215,South-Eastern Metropolitan,5087
Parkdale,1,503750,21.5,3195,1,1,1,80,88,2007,-37.99825,145.08696,South-Eastern Metropolitan,5087
Pascoe Vale,2,962000,8.5,3044,2,1,2,624,,,-37.73261,144.94221,Northern Metropolitan,7485
Pascoe Vale,3,629000,8.5,3044,3,2,2,495,,,-37.71962,144.95061,Northern Metropolitan,7485
Pascoe Vale,3,881000,8.5,3044,3,1,1,480,,,-37.71893,144.94246,Northern Metropolitan,7485
Point Cook,4,690000,14.7,3030,4,2,2,540,531,2012,-37.90715,144.76527,Western Metropolitan,15542
Point Cook,4,596000,14.7,3030,4,2,2,416,182.9,2006,-37.89279,144.73158,Western Metropolitan,15542
Point Cook,4,698000,14.7,3030,4,2,2,448,190,2012,-37.8914,144.72014,Western Metropolitan,15542
Prahran,2,500000,4.6,3181,2,1,1,0,78,1960,-37.85924,145.00563,Southern Metropolitan,7717
Preston,4,1060500,8.4,3072,4,2,4,490,130,,-37.74125,145.02031,Northern Metropolitan,14577
Preston,4,990000,8.4,3072,4,2,2,500,,,-37.7324,145.00622,Northern Metropolitan,14577
Reservoir,2,652000,12,3073,2,1,1,260,,1970,-37.71377,145.00214,Northern Metropolitan,21650
Reservoir,3,953000,12,3073,3,1,2,743,115,1970,-37.70964,145.0171,Northern Metropolitan,21650
Reservoir,2,468000,12,3073,2,1,1,0,81,2012,-37.72919,145.00533,Northern Metropolitan,21650
Reservoir,2,710000,12,3073,2,2,1,126,138,2013,-37.72357,144.98562,Northern Metropolitan,21650
Reservoir,3,550000,12,3073,3,1,2,1723,,,-37.69484,145.00854,Northern Metropolitan,21650
Reservoir,3,725000,12,3073,3,1,2,579,,,-37.70158,144.99655,Northern Metropolitan,21650
Reservoir,3,880000,12,3073,3,2,3,743,,,-37.70646,145.01656,Northern Metropolitan,21650
Reservoir,2,502000,12,3073,2,1,2,230,69,2015,-37.709,145.02014,Northern Metropolitan,21650
Reservoir,3,1175000,12,3073,3,1,4,545,,,-37.72561,145.00922,Northern Metropolitan,21650
Richmond,1,432000,2.4,3121,1,1,1,7455,,,-37.82201,145.0104,Northern Metropolitan,14949
Richmond,2,800000,2.4,3121,2,2,2,0,89,2008,-37.82201,145.0104,Northern Metropolitan,14949
Ringwood East,3,710000,21.3,3135,3,1,2,314,88,1989,-37.81953,145.24907,Eastern Metropolitan,4407
Rosanna,2,1310000,8.9,3084,2,1,1,1313,,,-37.74694,145.07048,Eastern Metropolitan,3540
Rosanna,2,855000,8.9,3084,2,1,1,562,,,-37.73867,145.07697,Eastern Metropolitan,3540
Rowville,3,735000,23.5,3178,3,2,1,721,143,1984,-37.91713,145.24706,South-Eastern Metropolitan,11667
Rowville,3,755000,23.5,3178,3,2,2,551,178,2003,-37.94266,145.24662,South-Eastern Metropolitan,11667
Roxburgh Park,3,537000,20.6,3064,3,2,2,640,156,1994,-37.63799,144.92924,Northern Metropolitan,5833
Seaford,2,386000,35.4,3198,2,1,1,150,106,1970,-38.12477,145.13668,South-Eastern Metropolitan,8077
Seaford,4,763000,35.4,3198,4,2,4,611,184.75,1980,-38.10226,145.14459,South-Eastern Metropolitan,8077
Seaford,3,725000,35.4,3198,3,1,1,769,,,-38.118,145.13015,South-Eastern Metropolitan,8077
Seaford,4,768000,35.4,3198,4,2,3,542,170,1970,-38.11161,145.15011,South-Eastern Metropolitan,8077
South Melbourne,3,2800000,1.9,3205,3,2,2,216,193.74,1860,-37.83863,144.96208,Southern Metropolitan,5943
South Morang,2,345000,20.5,3752,2,1,1,305,131,1999,-37.6522,145.09261,Northern Metropolitan,7969
South Yarra,2,666000,2.7,3141,2,1,1,0,73,2005,-37.83613,144.99661,Southern Metropolitan,14887
South Yarra,2,910000,2.7,3141,2,2,2,0,,,-37.84712,144.99967,Southern Metropolitan,14887
South Yarra,1,401500,2.7,3141,1,1,1,10,,1960,-37.84157,144.98935,Southern Metropolitan,14887
Springvale,3,760000,20.8,3171,3,1,1,593,,,-37.95743,145.14625,South-Eastern Metropolitan,7412
St Albans,2,610000,14,3021,2,1,2,419,135,1975,-37.7398,144.80348,Western Metropolitan,14042
St Albans,3,550000,14,3021,3,1,1,606,130,1965,-37.73789,144.78734,Western Metropolitan,14042
St Albans,4,520000,14,3021,4,2,1,699,110,1950,-37.73986,144.81105,Western Metropolitan,14042
St Helena,3,805000,16.1,3088,3,1,0,930,,,-37.6939,145.12899,Eastern Metropolitan,915
St Kilda,2,470000,5,3182,2,1,0,0,67,1950,-37.87349,144.9798,Southern Metropolitan,13240
St Kilda,3,1000000,5,3182,3,1,1,198,,,-37.86566,144.99104,Southern Metropolitan,13240
Sunshine,3,860000,10.5,3020,3,1,3,446,126,1910,-37.79354,144.8328,Western Metropolitan,3755
Sunshine,3,532000,10.5,3020,3,1,1,206,,1985,-37.7864,144.8402,Western Metropolitan,3755
Sunshine,3,960000,10.5,3020,3,2,2,655,,,-37.79352,144.84318,Western Metropolitan,3755
Sunshine West,3,630000,10.5,3020,3,1,5,626,,,-37.80099,144.81178,Western Metropolitan,6763
Sunshine West,4,580000,10.5,3020,4,2,4,270,,,-37.7944,144.79413,Western Metropolitan,6763
Taylors Lakes,4,853000,15.5,3038,4,3,2,724,330,1990,-37.70941,144.7873,Western Metropolitan,5336
Taylors Lakes,4,704000,15.5,3038,4,2,2,644,,,-37.71128,144.80686,Western Metropolitan,5336
Thomastown,3,508000,15.3,3074,3,2,1,189,,,-37.68159,145.0371,Northern Metropolitan,7955
Thornbury,3,1236000,7,3071,3,1,1,508,,,-37.76202,145.01772,Northern Metropolitan,8870
Thornbury,1,328000,7,3071,1,1,1,1047,,1970,-37.76105,144.99532,Northern Metropolitan,8870
Toorak,2,1140000,4.1,3142,2,2,2,586,119,1990,-37.84266,145.02355,Southern Metropolitan,7217
Travancore,2,341500,4.3,3032,2,1,1,16000,68.5,2012,-37.78466,144.93829,Western Metropolitan,1052
Tullamarine,2,470000,12.9,3043,2,1,1,161,,1960,-37.70586,144.87947,Western Metropolitan,3296
Vermont,3,1111500,17.2,3133,3,1,0,722,94,1960,-37.8324,145.20467,Eastern Metropolitan,4181
Wantirna,4,1214000,14.7,3152,4,1,2,734,,,-37.85209,145.24268,Eastern Metropolitan,5424
Wantirna South,4,1045000,14.7,3152,4,3,2,728,153,1990,-37.88009,145.22736,Eastern Metropolitan,7082
Wantirna South,3,622000,14.7,3152,3,1,1,137,71,2012,-37.87615,145.23192,Eastern Metropolitan,7082
Warrandyte,3,826000,21.1,3113,3,2,0,830,135,1975,-37.75079,145.20617,Eastern Metropolitan,2003
Waterways,4,1265000,21.5,3195,4,2,2,604,,,-38.01347,145.12675,South-Eastern Metropolitan,709
Watsonia,2,604000,14.5,3087,2,1,1,151,,,-37.71298,145.08115,Northern Metropolitan,2329
Watsonia,2,655000,14.5,3087,2,1,1,298,98,1975,-37.71098,145.08926,Northern Metropolitan,2329
Watsonia North,3,740000,14.5,3087,4,1,2,909,,,-37.70255,145.08578,Northern Metropolitan,1442
Werribee,3,505000,14.7,3030,3,2,4,557,116,1987,-37.87975,144.66459,Western Metropolitan,16166
Werribee,3,570000,14.7,3030,3,1,3,909,,1965,-37.89074,144.65677,Western Metropolitan,16166
Werribee,3,453000,14.7,3030,3,1,3,575,,,-37.87628,144.66481,Western Metropolitan,16166
Werribee,2,335000,14.7,3030,2,1,1,190,113,1980,-37.90423,144.67008,Western Metropolitan,16166
West Footscray,1,280000,6.4,3012,1,1,1,45,,1970,-37.80728,144.86702,Western Metropolitan,5058
West Footscray,4,955000,6.4,3012,4,1,3,459,,,-37.79433,144.88001,Western Metropolitan,5058
West Footscray,3,700000,6.4,3012,3,2,2,125,131,2013,-37.80735,144.87361,Western Metropolitan,5058
West Melbourne,1,380000,3.1,3003,1,1,0,68,,,-37.81096,144.95147,Northern Metropolitan,2230
West Melbourne,4,1900000,3.1,3003,4,1,2,168,,,-37.80884,144.95291,Northern Metropolitan,2230
Westmeadows,3,800000,16.5,3049,3,2,2,898,142,1985,-37.67823,144.90002,Northern Metropolitan,2474
Wheelers Hill,5,1090000,16.7,3150,5,2,2,698,246,1978,-37.8921,145.19118,South-Eastern Metropolitan,7392
Williamstown,4,1920000,6.8,3016,4,2,0,388,178,1900,-37.86159,144.89926,Western Metropolitan,6380
Wollert,4,530000,25.5,3750,4,2,2,448,155,2011,-37.61944,145.01243,Northern Metropolitan,2940
Yarraville,3,982500,6.3,3013,3,2,2,444,122,1945,-37.81662,144.866,Western Metropolitan,6543
Yarraville,3,1400000,6.3,3013,3,3,6,668,,1990,-37.81381,144.87438,Western Metropolitan,6543
Yarraville,3,1042000,6.3,3013,3,1,1,358,,,-37.82116,144.89181,Western Metropolitan,6543
Yarraville,3,1230000,6.3,3013,3,1,2,433,144,1880,-37.81183,144.88569,Western Metropolitan,6543
Yarraville,3,1005000,6.3,3013,3,1,2,451,,,-37.81796,144.8681,Western Metropolitan,6543
Abbotsford,2,911000,3,3067,2,1,0,141,,,-37.80586,144.99499,Northern Metropolitan,4019
Abbotsford,2,1190000,3,3067,2,2,1,147,175,2000,-37.80269,145.0001,Northern Metropolitan,4019
Aberfeldie,3,2050000,7.5,3040,3,2,6,402,,,-37.76027,144.88954,Western Metropolitan,1543
Aberfeldie,3,1680000,7.5,3040,3,2,2,673,136,1965,-37.76316,144.89799,Western Metropolitan,1543
Aberfeldie,1,280000,7.5,3040,1,1,1,0,,1970,-37.75875,144.9027,Western Metropolitan,1543
Aberfeldie,1,310000,7.5,3040,1,1,1,1715,,1970,-37.75882,144.9027,Western Metropolitan,1543
Aberfeldie,5,1472000,7.5,3040,5,3,2,486,,,-37.76111,144.89845,Western Metropolitan,1543
Airport West,2,454000,10.4,3042,2,1,1,182,,1985,-37.72158,144.8801,Western Metropolitan,3464
Altona,3,1005000,11,3018,3,1,2,636,,,-37.86317,144.83927,Western Metropolitan,5301
Altona,4,820000,11,3018,4,2,2,288,,1970,-37.87171,144.81273,Western Metropolitan,5301
Altona,4,1360000,11,3018,4,2,4,615,,,-37.87057,144.83623,Western Metropolitan,5301
Altona,3,950000,11,3018,3,1,1,399,,,-37.87115,144.8189,Western Metropolitan,5301
Altona Meadows,3,620000,15.5,3028,3,1,2,466,107,1975,-37.87019,144.7843,Western Metropolitan,7630
Altona North,3,830000,9.4,3025,3,2,2,529,130,1965,-37.84107,144.84179,Western Metropolitan,5132
Altona North,3,730000,9.4,3025,3,1,1,276,,,-37.82787,144.84364,Western Metropolitan,5132
Altona North,4,805000,9.4,3025,4,2,5,562,146,1950,-37.84384,144.84637,Western Metropolitan,5132
Altona North,2,510000,9.4,3025,2,1,1,170,100,2001,-37.83658,144.86199,Western Metropolitan,5132
Ardeer,3,645000,12.8,3022,3,1,1,603,,,-37.78104,144.80357,Western Metropolitan,1281
Armadale,2,486000,6.3,3143,2,1,2,0,63,1960,-37.85549,145.0163,Southern Metropolitan,4836
Ascot Vale,3,855000,4.3,3032,3,1,2,159,129,2011,-37.78329,144.91842,Western Metropolitan,6567
Ascot Vale,2,1035000,4.3,3032,2,1,1,319,117,1900,-37.77266,144.9131,Western Metropolitan,6567
Ascot Vale,3,1310000,4.3,3032,3,1,2,523,,,-37.77255,144.91213,Western Metropolitan,6567
Ashwood,4,1450000,10.2,3147,4,2,1,803,154,1965,-37.86162,145.11042,Southern Metropolitan,2894
Ashwood,3,1060000,10.2,3147,3,2,2,343,1,2000,-37.86324,145.10289,Southern Metropolitan,2894
Aspendale,3,970000,21.5,3195,4,2,2,612,154,1960,-38.01596,145.09932,South-Eastern Metropolitan,2824
Aspendale Gardens,4,840000,21.5,3195,4,2,2,383,,,-38.01958,145.12356,South-Eastern Metropolitan,2243
Avondale Heights,4,665000,9.5,3034,4,1,1,538,,,-37.76518,144.85621,Western Metropolitan,4502
Avondale Heights,3,750000,9.5,3034,3,1,2,561,103,1990,-37.7528,144.85585,Western Metropolitan,4502
Avondale Heights,5,800000,9.5,3034,5,2,3,577,166,1985,-37.75261,144.85631,Western Metropolitan,4502
Balwyn,2,800000,7.9,3103,2,1,1,0,,1960,-37.81675,145.07716,Southern Metropolitan,5682
Balwyn,5,2400000,7.9,3103,5,3,2,785,,,-37.81161,145.07622,Southern Metropolitan,5682
Balwyn North,5,2400000,9.7,3104,5,4,2,742,262,1980,-37.80218,145.10063,Southern Metropolitan,7809
Balwyn North,3,2668000,9.7,3104,3,1,2,939,,,-37.79494,145.06382,Southern Metropolitan,7809
Balwyn North,4,1750000,9.7,3104,4,1,2,683,,,-37.80275,145.08412,Southern Metropolitan,7809
Balwyn North,4,1850000,9.7,3104,4,4,3,929,266,1960,-37.79497,145.10538,Southern Metropolitan,7809
Beaconsfield,4,670000,39,3807,4,2,2,900,244,2005,-38.05614,145.38464,Eastern Victoria,2332
Beaumaris,3,1850000,17.3,3193,3,3,2,252,203,2007,-37.98453,145.02659,Southern Metropolitan,5366
Bellfield,2,906000,8.8,3081,2,1,1,617,109.98,1960,-37.7528,145.04444,Eastern Metropolitan,790
Bentleigh,3,1640000,11.4,3204,3,1,3,585,,,-37.91722,145.04836,Southern Metropolitan,6795
Bentleigh,3,1610000,11.4,3204,3,2,2,672,,,-37.92768,145.04268,Southern Metropolitan,6795
Bentleigh,2,410000,11.4,3204,2,1,1,834,75,1967,-37.91627,145.03892,Southern Metropolitan,6795
Bentleigh,5,1500000,11.4,3204,5,2,2,591,188,1950,-37.92211,145.0466,Southern Metropolitan,6795
Bentleigh East,2,860000,13.8,3165,2,1,1,230,,1990,-37.9236,145.05913,Southern Metropolitan,10969
Berwick,4,775000,35.2,3806,4,2,2,520,,,-38.06486,145.35031,Eastern Victoria,17093
Berwick,3,755000,35.2,3806,3,2,2,840,,,-38.02621,145.34635,Eastern Victoria,17093
Blackburn,3,1020000,13.4,3130,3,1,4,624,,,-37.81112,145.14043,Eastern Metropolitan,5713
Blackburn South,3,874000,13.4,3130,3,2,1,232,103,2014,-37.83574,145.14866,Eastern Metropolitan,4387
Braybrook,3,560000,8.6,3019,3,1,1,158,137,2002,-37.78893,144.84652,Western Metropolitan,3589
Brighton East,2,620000,10.3,3187,2,1,1,972,,,-37.93171,145.03041,Southern Metropolitan,6938
Brighton East,3,1500000,10.3,3187,3,2,1,279,,1990,-37.9135,145.00846,Southern Metropolitan,6938
Broadmeadows,1,1100000,14,3047,1,1,1,1312,,,-37.6821,144.92773,Northern Metropolitan,4294
Broadmeadows,3,450000,14,3047,3,1,1,0,100,1960,-37.6841,144.92818,Northern Metropolitan,4294
Broadmeadows,3,560000,14,3047,3,1,1,639,,,-37.69142,144.93025,Northern Metropolitan,4294
Brunswick,3,1120000,5.2,3056,3,1,1,322,107,1920,-37.75887,144.97326,Northern Metropolitan,11918
Brunswick,2,1110000,5.2,3056,2,1,0,196,101,1922,-37.75815,144.97366,Northern Metropolitan,11918
Brunswick,3,1260000,5.2,3056,3,2,1,470,,,-37.7556,144.95729,Northern Metropolitan,11918
Brunswick,4,1790000,5.2,3056,4,3,6,733,238,1950,-37.759,144.96623,Northern Metropolitan,11918
Brunswick East,1,390500,4,3057,1,1,1,0,49,2011,-37.77883,144.9776,Northern Metropolitan,5533
Bundoora,4,800000,12.1,3083,4,1,1,535,132,,-37.69847,145.0601,Northern Metropolitan,10175
Bundoora,5,999000,12.1,3083,5,2,2,627,268,1991,-37.69264,145.0799,Northern Metropolitan,10175
Bundoora,3,680000,12.1,3083,3,1,3,539,,,-37.7015,145.07548,Northern Metropolitan,10175
Cairnlea,4,750000,14.8,3023,4,2,2,447,,,-37.75637,144.77983,Western Metropolitan,2674
Camberwell,3,1830000,7.7,3124,3,2,4,605,,,-37.83856,145.08602,Southern Metropolitan,8920
Carlton,3,920000,1.6,3053,3,1,0,98,,,-37.79633,144.97269,Northern Metropolitan,6786
Carlton North,3,1400000,3.5,3054,3,2,0,107,,,-37.79213,144.97207,Northern Metropolitan,3106
Carnegie,2,796000,10.1,3163,2,1,2,0,86,1975,-37.88415,145.0514,Southern Metropolitan,7822
Carnegie,2,1630000,10.1,3163,2,1,1,618,,,-37.89347,145.04772,Southern Metropolitan,7822
Carnegie,3,1050000,10.1,3163,3,1,2,184,133,1990,-37.90017,145.05812,Southern Metropolitan,7822
Carrum,3,825000,31.2,3197,3,2,1,355,,,-38.07196,145.13036,South-Eastern Metropolitan,1989
Caulfield North,2,610000,7.8,3161,2,1,1,816,88,2007,-37.86068,145.01121,Southern Metropolitan,6923
Chadstone,3,977500,11.7,3148,3,3,3,209,,2012,-37.88923,145.0964,Southern Metropolitan,3582
Chelsea,2,639000,27,3196,2,1,2,278,104,1980,-38.04602,145.1191,South-Eastern Metropolitan,3906
Cheltenham,4,1138000,17.9,3192,4,2,1,536,,,-37.96768,145.07966,Southern Metropolitan,9758
Cheltenham,3,1050000,17.9,3192,3,1,2,539,169,1970,-37.97223,145.07895,Southern Metropolitan,9758
Clifton Hill,2,640000,3.6,3068,2,2,1,533,110,2011,-37.79443,144.99944,Northern Metropolitan,2954
Coburg,3,1285000,6.7,3058,3,1,2,579,143,1930,-37.74482,144.97499,Northern Metropolitan,11204
Coburg,3,890000,6.7,3058,3,2,2,190,,2015,-37.74978,144.97738,Northern Metropolitan,11204
Collingwood,2,1080000,2,3066,2,1,0,0,94,1890,-37.79589,144.98863,Northern Metropolitan,4553
Craigieburn,6,1000000,20.6,3064,6,3,2,752,40,,-37.57186,144.93495,Northern Metropolitan,15510
Craigieburn,3,607500,20.6,3064,3,2,2,654,185,1999,-37.6038,144.9226,Northern Metropolitan,15510
Craigieburn,3,500000,20.6,3064,3,2,2,448,150,2008,-37.58242,144.93001,Northern Metropolitan,15510
Craigieburn,3,515000,20.6,3064,3,2,2,490,122.25,,-37.58025,144.92088,Northern Metropolitan,15510
Craigieburn,3,510000,20.6,3064,3,2,2,350,161,2014,-37.56883,144.90887,Northern Metropolitan,15510
Craigieburn,4,592500,20.6,3064,4,2,2,448,188,2011,-37.57635,144.91151,Northern Metropolitan,15510
Craigieburn,4,595000,20.6,3064,4,2,2,420,,2015,-37.59386,144.90009,Northern Metropolitan,15510
Croydon,3,1005000,23,3136,3,1,1,1018,,,-37.79327,145.28352,Eastern Metropolitan,11925
